回国際歴史文化シンポジウムでのイルベル	https://ja.wikipedia.org/wiki/%E3%82%A4%E3%83%AB%E3%83%99%E3%83%AB%E3%83%BB%E3%82%AA%E3%83%AB%E3%82%BF%E3%83%A6%E3%83%AB	https://tr.wikipedia.org/wiki/%C4%B0lber_Ortayl%C4%B1	1	1	324
回覆	https://ami.wikipedia.org/wiki/Wikipedia:O_%E2%80%99adawang_no_niyaro%E2%80%99	https://tr.wikipedia.org/wiki/Portekiz	2	85	1402,1750,1825,2254,2297,2360,2391,2931,3074,3112,3553,3590,3623,3822,3950,4022,4054,4095,4128,4313,4371,4424,4458,4501,4528,4706,5026,5057,5193,5339,5531,5563,5748,5788,5820,5937,5974,6018,6133,6165,6579,6610,6767,6801,6839,6993,7369,7513,7726,7860,7928,7962,8138,8381,8415,8621,8938,8971,9195,9233,9275,9446,9581,9614,9847,9932,10118,10151,10354,10638,10671,10714,10757,10995,11037,11073,11198,11244,11287,11360,11402,11446,12188,12263,12306
回覆此訊息	https://ami.wikipedia.org/wiki/Wikipedia:O_%E2%80%99adawang_no_niyaro%E2%80%99	https://tr.wikipedia.org/wiki/Portekiz	2	1	7895
回目の再立項提案	https://ja.wikipedia.org/wiki/Wikipedia:%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3%E3%83%BB%E3%83%9D%E3%83%BC%E3%82%BF%E3%83%AB	https://tr.wikipedia.org/wiki/Portekiz	2	1	729
回帰分析	https://ja.wikipedia.org/wiki/Portal:%E3%82%B3%E3%83%B3%E3%83%86%E3%83%B3%E3%83%84/%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	1	622
回路	https://ja.wikipedia.org/wiki/Portal:%E3%82%B3%E3%83%B3%E3%83%86%E3%83%B3%E3%83%84/%E3%82%AB%E3%83%86%E3%82%B4%E3%83%AA	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	1	700
回教	https://wuu.wikipedia.org/wiki/Portal:%E5%88%86%E7%B1%BB%E7%B4%A2%E5%BC%95	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	1	140
回に限り再選が認められている	https://ja.wikipedia.org/wiki/%E3%83%9D%E3%83%AB%E3%83%88%E3%82%AC%E3%83%AB	https://tr.wikipedia.org/wiki/Portekiz	2	1	1820
回覆	https://cdo.wikipedia.org/wiki/Wikipedia:%E5%A4%A7%F0%A3%97%AC%E4%B8%8B	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	32	651,687,698,721,733,747,757,794,806,836,856,877,897,910,995,1035,1049,1095,1263,1275,1322,1454,1470,1499,1511,1525,1561,1582,1800,1822,1864,1879
回覆	https://gan.wikipedia.org/wiki/Wikipedia:%E5%BB%B3%E4%B8%8B	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	22	499,505,511,517,537,546,556,569,575,581,805,1072,1140,1155,1381,1408,1422,1436,1446,1454,1468,1477
回饋與後續步驟	https://hak.wikipedia.org/wiki/Wikipedia:Th%C3%A2ng-h%C3%A2	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	2	1403,34415
回覆	https://hak.wikipedia.org/wiki/Wikipedia:Th%C3%A2ng-h%C3%A2	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	41	6162,31744,31996,32068,32111,32326,32657,32700,32932,32978,33253,33305,33486,33630,33673,33916,34010,34205,34247,34456,34749,34791,34843,35089,35173,35230,35276,35305,35438,35486,35541,35593,35680,35737,35790,35842,36764,36863,36916,37000,37014
回答自治體的問題	https://hak.wikipedia.org/wiki/Wikipedia:Th%C3%A2ng-h%C3%A2	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	1	21149
回覆此訊息	https://hak.wikipedia.org/wiki/Wikipedia:Th%C3%A2ng-h%C3%A2	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	1	31489
回复	https://zh.wikipedia.org/wiki/Special:Recentchanges	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	7	508,716,723,1071,1073,1178,1180
回退	https://zh.wikipedia.org/wiki/Special:Recentchanges	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	1	509
回复给zyx	https://zh.wikipedia.org/wiki/Special:Recentchanges	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	1	1153
回饋與後續步驟	https://ami.wikipedia.org/wiki/Wikipedia:O_%E2%80%99adawang_no_niyaro%E2%80%99	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	2	525,10318
回覆	https://ami.wikipedia.org/wiki/Wikipedia:O_%E2%80%99adawang_no_niyaro%E2%80%99	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	85	1402,1750,1825,2254,2297,2360,2391,2931,3074,3112,3553,3590,3623,3822,3950,4022,4054,4095,4128,4313,4371,4424,4458,4501,4528,4706,5026,5057,5193,5339,5531,5563,5748,5788,5820,5937,5974,6018,6133,6165,6579,6610,6767,6801,6839,6993,7369,7513,7726,7860,7928,7962,8138,8381,8415,8621,8938,8971,9195,9233,9275,9446,9581,9614,9847,9932,10118,10151,10354,10638,10671,10714,10757,10995,11037,11073,11198,11244,11287,11360,11402,11446,12188,12263,12306
回覆此訊息	https://ami.wikipedia.org/wiki/Wikipedia:O_%E2%80%99adawang_no_niyaro%E2%80%99	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	1	7895
回目の再立項提案	https://ja.wikipedia.org/wiki/Wikipedia:%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3%E3%83%BB%E3%83%9D%E3%83%BC%E3%82%BF%E3%83%AB	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	1	729
回の投票を経て	https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AB%E3%82%B3	https://tr.wikipedia.org/wiki/T%C3%BCrkiye	2	1	1668
